id,order_id,delivery_partner,delivery_status,delivery_distance_km,estimated_minutes,actual_minutes,delivery_charge,pickup_time,delivered_time,created_at,updated_at
18081,72344,Deliveroo,Delivered,7.09,52,65,10.28,2025-01-21 14:20:00,2025-01-21 15:15:00,2025-01-21 14:10:00,2025-01-21 15:15:00
18082,72349,Deliveroo,Delivered,2.7,26,21,5.12,2025-01-21 13:58:00,2025-01-21 14:09:00,2025-01-21 13:48:00,2025-01-21 14:09:00
18083,72356,In House,Delivered,5.81,25,34,8.25,2025-01-21 14:29:00,2025-01-21 14:53:00,2025-01-21 14:19:00,2025-01-21 14:53:00
18084,72363,Just Eat,Delivered,11.65,40,46,27.68,2025-01-21 19:30:00,2025-01-21 20:06:00,2025-01-21 19:20:00,2025-01-21 20:06:00
18085,72368,Just Eat,Delivered,11.46,43,58,18.63,2025-01-21 11:46:00,2025-01-21 12:34:00,2025-01-21 11:36:00,2025-01-21 12:34:00
18086,72373,Swiggy,Delivered,10.05,37,43,14.71,2025-01-21 18:46:00,2025-01-21 19:19:00,2025-01-21 18:36:00,2025-01-21 19:19:00
18087,72378,Swiggy,Delivered,2.85,53,59,4.05,2025-01-21 12:25:00,2025-01-21 13:14:00,2025-01-21 12:15:00,2025-01-21 13:14:00
18088,72384,Uber Eats,Delivered,5.52,27,24,13.21,2025-01-21 19:16:00,2025-01-21 19:30:00,2025-01-21 19:06:00,2025-01-21 19:30:00
18089,72389,Deliveroo,Delivered,1.64,43,49,3.24,2025-01-21 20:12:00,2025-01-21 20:51:00,2025-01-21 20:02:00,2025-01-21 20:51:00
18090,72390,In House,Delivered,9.1,37,37,12.94,2025-01-21 19:53:00,2025-01-21 20:20:00,2025-01-21 19:43:00,2025-01-21 20:20:00
18091,72394,Swiggy,Delivered,3.71,37,35,5.64,2025-01-21 11:19:00,2025-01-21 11:44:00,2025-01-21 11:09:00,2025-01-21 11:44:00
18092,72396,Just Eat,Delivered,2.78,30,41,5.56,2025-01-21 13:30:00,2025-01-21 14:01:00,2025-01-21 13:20:00,2025-01-21 14:01:00
18093,72414,Just Eat,Delivered,7.63,33,40,12.31,2025-01-21 12:45:00,2025-01-21 13:15:00,2025-01-21 12:35:00,2025-01-21 13:15:00
18094,72415,Deliveroo,Delivered,4.84,40,43,8.06,2025-01-21 21:58:00,2025-01-21 22:31:00,2025-01-21 21:48:00,2025-01-21 22:31:00
18095,72418,Uber Eats,Delivered,11.66,34,40,20.12,2025-01-21 12:55:00,2025-01-21 13:25:00,2025-01-21 12:45:00,2025-01-21 13:25:00
18096,72421,Deliveroo,Delivered,7.83,32,45,16.82,2025-01-21 12:35:00,2025-01-21 13:10:00,2025-01-21 12:25:00,2025-01-21 13:10:00
18097,72432,Deliveroo,Delivered,9.89,36,33,18.02,2025-01-21 14:27:00,2025-01-21 14:50:00,2025-01-21 14:17:00,2025-01-21 14:50:00
18098,72437,Deliveroo,Delivered,8.23,41,50,20.25,2025-01-21 12:57:00,2025-01-21 13:37:00,2025-01-21 12:47:00,2025-01-21 13:37:00
18099,72443,Zomato,Delivered,5.94,58,61,11.62,2025-01-21 19:08:00,2025-01-21 19:59:00,2025-01-21 18:58:00,2025-01-21 19:59:00
18100,72444,Just Eat,Delivered,1.03,32,31,1.73,2025-01-21 19:10:00,2025-01-21 19:31:00,2025-01-21 19:00:00,2025-01-21 19:31:00
18101,72446,Zomato,Delivered,8.19,44,45,14.98,2025-01-21 14:20:00,2025-01-21 14:55:00,2025-01-21 14:10:00,2025-01-21 14:55:00
18102,72447,Just Eat,Delivered,1.87,56,67,3.4,2025-01-21 13:04:00,2025-01-21 14:01:00,2025-01-21 12:54:00,2025-01-21 14:01:00
18103,72450,Deliveroo,Delivered,1.72,29,37,3.0,2025-01-21 19:25:00,2025-01-21 19:52:00,2025-01-21 19:15:00,2025-01-21 19:52:00
18104,72451,Zomato,Delivered,2.21,50,51,4.24,2025-01-21 12:11:00,2025-01-21 12:52:00,2025-01-21 12:01:00,2025-01-21 12:52:00
18105,72452,Uber Eats,Delivered,3.26,58,68,4.32,2025-01-21 19:42:00,2025-01-21 20:40:00,2025-01-21 19:32:00,2025-01-21 20:40:00
18106,72455,Uber Eats,Delivered,9.61,30,45,23.71,2025-01-21 11:37:00,2025-01-21 12:12:00,2025-01-21 11:27:00,2025-01-21 12:12:00
18107,72456,Zomato,Delivered,8.32,25,26,19.44,2025-01-21 13:52:00,2025-01-21 14:08:00,2025-01-21 13:42:00,2025-01-21 14:08:00
18108,72458,Deliveroo,Delivered,2.6,57,53,3.43,2025-01-21 21:45:00,2025-01-21 22:28:00,2025-01-21 21:35:00,2025-01-21 22:28:00
18109,72459,Deliveroo,Delivered,11.14,32,40,16.92,2025-01-21 12:19:00,2025-01-21 12:49:00,2025-01-21 12:09:00,2025-01-21 12:49:00
18110,72468,Just Eat,Delivered,10.11,50,54,14.24,2025-01-21 13:00:00,2025-01-21 13:44:00,2025-01-21 12:50:00,2025-01-21 13:44:00
18111,72469,Just Eat,Delivered,9.15,23,19,13.1,2025-01-21 19:15:00,2025-01-21 19:24:00,2025-01-21 19:05:00,2025-01-21 19:24:00
18112,72470,Uber Eats,Delivered,2.22,29,33,5.04,2025-01-21 12:18:00,2025-01-21 12:41:00,2025-01-21 12:08:00,2025-01-21 12:41:00
18113,72472,Deliveroo,Delivered,5.45,38,41,13.47,2025-01-21 11:02:00,2025-01-21 11:33:00,2025-01-21 10:52:00,2025-01-21 11:33:00
18114,72477,Swiggy,Delivered,7.8,46,57,14.81,2025-01-21 21:26:00,2025-01-21 22:13:00,2025-01-21 21:16:00,2025-01-21 22:13:00
18115,72479,Uber Eats,Delivered,7.0,35,34,10.19,2025-01-21 12:38:00,2025-01-21 13:02:00,2025-01-21 12:28:00,2025-01-21 13:02:00
18116,72482,In House,Delivered,5.92,60,63,13.54,2025-01-21 19:38:00,2025-01-21 20:31:00,2025-01-21 19:28:00,2025-01-21 20:31:00
18117,72492,Uber Eats,Delivered,4.32,52,62,9.23,2025-01-21 14:59:00,2025-01-21 15:51:00,2025-01-21 14:49:00,2025-01-21 15:51:00
18118,72493,Swiggy,Delivered,5.12,20,21,6.79,2025-01-21 14:07:00,2025-01-21 14:18:00,2025-01-21 13:57:00,2025-01-21 14:18:00
18119,72494,Just Eat,Delivered,6.11,39,50,15.05,2025-01-21 12:54:00,2025-01-21 13:34:00,2025-01-21 12:44:00,2025-01-21 13:34:00
18120,72501,Deliveroo,Delivered,1.27,44,41,3.16,2025-01-21 09:10:00,2025-01-21 09:41:00,2025-01-21 09:00:00,2025-01-21 09:41:00
18121,72503,Deliveroo,Delivered,4.35,35,46,6.57,2025-01-21 18:56:00,2025-01-21 19:32:00,2025-01-21 18:46:00,2025-01-21 19:32:00
18122,72508,Just Eat,Delivered,9.62,59,63,17.65,2025-01-21 10:16:00,2025-01-21 11:09:00,2025-01-21 10:06:00,2025-01-21 11:09:00
18123,72516,Just Eat,Delivered,9.88,38,41,19.77,2025-01-21 14:51:00,2025-01-21 15:22:00,2025-01-21 14:41:00,2025-01-21 15:22:00
18124,72522,Swiggy,Delivered,4.89,38,47,6.85,2025-01-21 20:29:00,2025-01-21 21:06:00,2025-01-21 20:19:00,2025-01-21 21:06:00
18125,72523,In House,Delivered,3.71,47,52,7.75,2025-01-21 13:08:00,2025-01-21 13:50:00,2025-01-21 12:58:00,2025-01-21 13:50:00
18126,72525,Just Eat,Delivered,5.05,45,40,11.63,2025-01-21 19:13:00,2025-01-21 19:43:00,2025-01-21 19:03:00,2025-01-21 19:43:00
18127,72526,Just Eat,Delivered,9.3,32,33,17.42,2025-01-21 19:37:00,2025-01-21 20:00:00,2025-01-21 19:27:00,2025-01-21 20:00:00
18128,72528,Just Eat,Delivered,9.1,40,38,15.88,2025-01-21 19:00:00,2025-01-21 19:28:00,2025-01-21 18:50:00,2025-01-21 19:28:00
18129,72532,Uber Eats,Delivered,2.35,34,49,5.31,2025-01-21 21:57:00,2025-01-21 22:36:00,2025-01-21 21:47:00,2025-01-21 22:36:00
18130,72533,In House,Delivered,5.58,34,32,11.91,2025-01-21 10:43:00,2025-01-21 11:05:00,2025-01-21 10:33:00,2025-01-21 11:05:00
18131,72534,Zomato,Delivered,3.01,28,39,4.95,2025-01-21 15:08:00,2025-01-21 15:37:00,2025-01-21 14:58:00,2025-01-21 15:37:00
18132,72536,Just Eat,Delivered,3.81,25,26,9.0,2025-01-21 21:51:00,2025-01-21 22:07:00,2025-01-21 21:41:00,2025-01-21 22:07:00
18133,72543,Swiggy,Delivered,1.4,22,29,2.53,2025-01-21 15:07:00,2025-01-21 15:26:00,2025-01-21 14:57:00,2025-01-21 15:26:00
18134,72546,In House,Delivered,1.96,30,36,4.37,2025-01-21 15:02:00,2025-01-21 15:28:00,2025-01-21 14:52:00,2025-01-21 15:28:00
18135,72551,Deliveroo,Delivered,8.81,55,62,12.65,2025-01-21 18:12:00,2025-01-21 19:04:00,2025-01-21 18:02:00,2025-01-21 19:04:00
18136,72553,Just Eat,Delivered,11.04,22,17,20.51,2025-01-21 11:01:00,2025-01-21 11:08:00,2025-01-21 10:51:00,2025-01-21 11:08:00
18137,72555,Uber Eats,Delivered,1.74,31,45,3.41,2025-01-21 12:22:00,2025-01-21 12:57:00,2025-01-21 12:12:00,2025-01-21 12:57:00
18138,72570,In House,Delivered,2.03,27,25,4.49,2025-01-21 09:48:00,2025-01-21 10:03:00,2025-01-21 09:38:00,2025-01-21 10:03:00
18139,72573,Swiggy,Delivered,2.97,49,63,5.67,2025-01-21 21:47:00,2025-01-21 22:40:00,2025-01-21 21:37:00,2025-01-21 22:40:00
18140,72575,Swiggy,Delivered,1.67,52,51,3.07,2025-01-21 18:10:00,2025-01-21 18:51:00,2025-01-21 18:00:00,2025-01-21 18:51:00
18141,72581,Just Eat,Delivered,9.37,58,72,22.99,2025-01-21 18:57:00,2025-01-21 19:59:00,2025-01-21 18:47:00,2025-01-21 19:59:00
18142,72592,Just Eat,Delivered,5.23,59,71,10.25,2025-01-21 13:27:00,2025-01-21 14:28:00,2025-01-21 13:17:00,2025-01-21 14:28:00
18143,72595,Just Eat,Delivered,9.21,57,57,19.1,2025-01-21 19:06:00,2025-01-21 19:53:00,2025-01-21 18:56:00,2025-01-21 19:53:00
18144,72597,Swiggy,Delivered,4.92,31,34,10.77,2025-01-21 19:05:00,2025-01-21 19:29:00,2025-01-21 18:55:00,2025-01-21 19:29:00
18145,72600,Deliveroo,Delivered,9.77,20,21,19.68,2025-01-21 18:31:00,2025-01-21 18:42:00,2025-01-21 18:21:00,2025-01-21 18:42:00
18146,72604,Zomato,Delivered,9.72,22,32,23.63,2025-01-21 18:15:00,2025-01-21 18:37:00,2025-01-21 18:05:00,2025-01-21 18:37:00
18147,72608,Deliveroo,Delivered,3.28,58,71,6.24,2025-01-21 20:03:00,2025-01-21 21:04:00,2025-01-21 19:53:00,2025-01-21 21:04:00
18148,72611,In House,Delivered,11.14,42,39,15.28,2025-01-21 20:52:00,2025-01-21 21:21:00,2025-01-21 20:42:00,2025-01-21 21:21:00
18149,72614,In House,Delivered,9.09,42,43,16.75,2025-01-21 20:38:00,2025-01-21 21:11:00,2025-01-21 20:28:00,2025-01-21 21:11:00
18150,72616,In House,Delivered,7.45,53,57,14.0,2025-01-21 19:30:00,2025-01-21 20:17:00,2025-01-21 19:20:00,2025-01-21 20:17:00
18151,72617,In House,Delivered,7.05,36,33,16.16,2025-01-21 10:40:00,2025-01-21 11:03:00,2025-01-21 10:30:00,2025-01-21 11:03:00
18152,72622,Uber Eats,Delivered,4.0,28,23,8.23,2025-01-21 12:51:00,2025-01-21 13:04:00,2025-01-21 12:41:00,2025-01-21 13:04:00
18153,72632,In House,Delivered,10.16,22,19,25.11,2025-01-21 19:27:00,2025-01-21 19:36:00,2025-01-21 19:17:00,2025-01-21 19:36:00
18154,72638,Just Eat,Delivered,4.81,34,36,9.4,2025-01-21 19:18:00,2025-01-21 19:44:00,2025-01-21 19:08:00,2025-01-21 19:44:00
18155,72639,In House,Delivered,9.15,60,70,15.12,2025-01-21 19:01:00,2025-01-21 20:01:00,2025-01-21 18:51:00,2025-01-21 20:01:00
18156,72647,Just Eat,Delivered,6.47,44,59,10.1,2025-01-21 13:31:00,2025-01-21 14:20:00,2025-01-21 13:21:00,2025-01-21 14:20:00
18157,72648,Zomato,Delivered,3.25,31,30,7.53,2025-01-21 19:50:00,2025-01-21 20:10:00,2025-01-21 19:40:00,2025-01-21 20:10:00
18158,72670,Zomato,Delivered,3.07,51,55,4.33,2025-01-21 14:05:00,2025-01-21 14:50:00,2025-01-21 13:55:00,2025-01-21 14:50:00
18159,72671,In House,Delivered,2.64,58,60,3.47,2025-01-21 21:34:00,2025-01-21 22:24:00,2025-01-21 21:24:00,2025-01-21 22:24:00
18160,72674,Deliveroo,Delivered,1.43,56,68,2.72,2025-01-21 14:08:00,2025-01-21 15:06:00,2025-01-21 13:58:00,2025-01-21 15:06:00
18161,72678,Zomato,Delivered,7.21,37,33,12.47,2025-01-21 13:05:00,2025-01-21 13:28:00,2025-01-21 12:55:00,2025-01-21 13:28:00
18162,72680,Zomato,Delivered,10.66,28,25,25.3,2025-01-21 13:26:00,2025-01-21 13:41:00,2025-01-21 13:16:00,2025-01-21 13:41:00
18163,72684,In House,Delivered,5.75,27,33,11.43,2025-01-21 12:47:00,2025-01-21 13:10:00,2025-01-21 12:37:00,2025-01-21 13:10:00
18164,72685,Zomato,Delivered,7.19,31,34,14.13,2025-01-21 11:23:00,2025-01-21 11:47:00,2025-01-21 11:13:00,2025-01-21 11:47:00
18165,72692,Uber Eats,Delivered,6.74,43,50,13.34,2025-01-21 21:52:00,2025-01-21 22:32:00,2025-01-21 21:42:00,2025-01-21 22:32:00
18166,72697,Swiggy,Delivered,5.59,58,55,10.0,2025-01-21 14:46:00,2025-01-21 15:31:00,2025-01-21 14:36:00,2025-01-21 15:31:00
18167,72699,Uber Eats,Delivered,5.04,38,35,7.64,2025-01-21 20:35:00,2025-01-21 21:00:00,2025-01-21 20:25:00,2025-01-21 21:00:00
18168,72700,Zomato,Delivered,6.66,43,40,8.59,2025-01-21 21:57:00,2025-01-21 22:27:00,2025-01-21 21:47:00,2025-01-21 22:27:00
18169,72705,Swiggy,Delivered,1.34,25,21,3.22,2025-01-21 11:57:00,2025-01-21 12:08:00,2025-01-21 11:47:00,2025-01-21 12:08:00
18170,72709,Uber Eats,Delivered,7.07,57,71,15.29,2025-01-21 13:16:00,2025-01-21 14:17:00,2025-01-21 13:06:00,2025-01-21 14:17:00
18171,72718,Swiggy,Delivered,10.41,36,39,23.18,2025-01-21 11:13:00,2025-01-21 11:42:00,2025-01-21 11:03:00,2025-01-21 11:42:00
18172,72719,In House,Delivered,9.32,60,59,14.23,2025-01-21 20:04:00,2025-01-21 20:53:00,2025-01-21 19:54:00,2025-01-21 20:53:00
18173,72725,Swiggy,Delivered,3.99,41,48,5.43,2025-01-21 12:13:00,2025-01-21 12:51:00,2025-01-21 12:03:00,2025-01-21 12:51:00
18174,72732,Uber Eats,Delivered,10.49,44,51,15.27,2025-01-21 12:02:00,2025-01-21 12:43:00,2025-01-21 11:52:00,2025-01-21 12:43:00
18175,72734,Swiggy,Delivered,5.85,52,61,9.58,2025-01-21 19:13:00,2025-01-21 20:04:00,2025-01-21 19:03:00,2025-01-21 20:04:00
18176,72738,Uber Eats,Delivered,8.44,27,40,10.92,2025-01-21 18:25:00,2025-01-21 18:55:00,2025-01-21 18:15:00,2025-01-21 18:55:00
18177,72739,In House,Delivered,9.6,58,62,19.61,2025-01-21 22:08:00,2025-01-21 23:00:00,2025-01-21 21:58:00,2025-01-21 23:00:00
18178,72744,Deliveroo,Delivered,7.35,38,34,9.51,2025-01-21 21:06:00,2025-01-21 21:30:00,2025-01-21 20:56:00,2025-01-21 21:30:00
18179,72747,Deliveroo,Delivered,2.51,39,37,5.01,2025-01-21 18:24:00,2025-01-21 18:51:00,2025-01-21 18:14:00,2025-01-21 18:51:00
18180,72754,In House,Delivered,4.88,29,40,9.39,2025-01-21 09:26:00,2025-01-21 09:56:00,2025-01-21 09:16:00,2025-01-21 09:56:00
18181,72758,Swiggy,Delivered,6.03,35,47,7.75,2025-01-21 20:41:00,2025-01-21 21:18:00,2025-01-21 20:31:00,2025-01-21 21:18:00
18182,72762,Swiggy,Delivered,4.84,59,71,12.06,2025-01-21 12:45:00,2025-01-21 13:46:00,2025-01-21 12:35:00,2025-01-21 13:46:00
18183,72771,Deliveroo,Delivered,5.55,49,55,9.84,2025-01-21 11:38:00,2025-01-21 12:23:00,2025-01-21 11:28:00,2025-01-21 12:23:00
18184,72775,In House,Delivered,8.33,55,56,11.82,2025-01-21 14:00:00,2025-01-21 14:46:00,2025-01-21 13:50:00,2025-01-21 14:46:00
18185,72776,Zomato,Delivered,9.1,53,60,16.28,2025-01-21 14:23:00,2025-01-21 15:13:00,2025-01-21 14:13:00,2025-01-21 15:13:00
18186,72777,Deliveroo,Delivered,3.26,48,47,5.52,2025-01-21 13:43:00,2025-01-21 14:20:00,2025-01-21 13:33:00,2025-01-21 14:20:00
18187,72778,Uber Eats,Delivered,8.52,32,41,12.1,2025-01-21 20:13:00,2025-01-21 20:44:00,2025-01-21 20:03:00,2025-01-21 20:44:00
18188,72781,Swiggy,Delivered,1.67,40,37,3.75,2025-01-21 11:42:00,2025-01-21 12:09:00,2025-01-21 11:32:00,2025-01-21 12:09:00
18189,72783,Deliveroo,Delivered,4.92,59,56,8.0,2025-01-21 13:33:00,2025-01-21 14:19:00,2025-01-21 13:23:00,2025-01-21 14:19:00
18190,72785,Zomato,Delivered,11.42,54,53,20.23,2025-01-21 12:33:00,2025-01-21 13:16:00,2025-01-21 12:23:00,2025-01-21 13:16:00
18191,72786,Swiggy,Delivered,8.6,41,37,12.42,2025-01-21 18:28:00,2025-01-21 18:55:00,2025-01-21 18:18:00,2025-01-21 18:55:00
18192,72792,Just Eat,Delivered,2.8,51,50,3.68,2025-01-21 13:57:00,2025-01-21 14:37:00,2025-01-21 13:47:00,2025-01-21 14:37:00
18193,72798,In House,Delivered,6.74,58,69,9.23,2025-01-21 18:41:00,2025-01-21 19:40:00,2025-01-21 18:31:00,2025-01-21 19:40:00
18194,72803,Just Eat,Delivered,10.2,28,27,15.64,2025-01-21 10:01:00,2025-01-21 10:18:00,2025-01-21 09:51:00,2025-01-21 10:18:00
18195,72805,Zomato,Delivered,2.56,38,41,5.53,2025-01-21 12:45:00,2025-01-21 13:16:00,2025-01-21 12:35:00,2025-01-21 13:16:00
18196,72807,Zomato,Delivered,7.84,23,32,10.64,2025-01-21 18:56:00,2025-01-21 19:18:00,2025-01-21 18:46:00,2025-01-21 19:18:00
18197,72809,Swiggy,Delivered,11.48,35,30,16.12,2025-01-21 22:08:00,2025-01-21 22:28:00,2025-01-21 21:58:00,2025-01-21 22:28:00
18198,72813,Deliveroo,Delivered,3.35,20,15,7.51,2025-01-21 18:45:00,2025-01-21 18:50:00,2025-01-21 18:35:00,2025-01-21 18:50:00
18199,72816,Just Eat,Delivered,11.72,34,33,18.4,2025-01-21 19:48:00,2025-01-21 20:11:00,2025-01-21 19:38:00,2025-01-21 20:11:00
18200,72817,Swiggy,Delivered,8.04,37,40,18.88,2025-01-21 14:16:00,2025-01-21 14:46:00,2025-01-21 14:06:00,2025-01-21 14:46:00
18201,72819,Deliveroo,Delivered,1.66,41,39,2.42,2025-01-21 14:46:00,2025-01-21 15:15:00,2025-01-21 14:36:00,2025-01-21 15:15:00
18202,72825,Uber Eats,Delivered,10.57,60,72,20.09,2025-01-21 20:11:00,2025-01-21 21:13:00,2025-01-21 20:01:00,2025-01-21 21:13:00
18203,72829,Swiggy,Delivered,4.93,36,47,5.99,2025-01-21 19:52:00,2025-01-21 20:29:00,2025-01-21 19:42:00,2025-01-21 20:29:00
18204,72832,Just Eat,Delivered,6.15,31,36,13.5,2025-01-21 18:47:00,2025-01-21 19:13:00,2025-01-21 18:37:00,2025-01-21 19:13:00
18205,72833,Uber Eats,Delivered,8.14,36,40,16.28,2025-01-21 18:30:00,2025-01-21 19:00:00,2025-01-21 18:20:00,2025-01-21 19:00:00
18206,72835,Zomato,Delivered,11.46,56,67,24.22,2025-01-21 13:54:00,2025-01-21 14:51:00,2025-01-21 13:44:00,2025-01-21 14:51:00
18207,72836,In House,Delivered,3.17,28,25,5.24,2025-01-21 20:58:00,2025-01-21 21:13:00,2025-01-21 20:48:00,2025-01-21 21:13:00
18208,72837,Uber Eats,Delivered,2.84,31,32,4.31,2025-01-21 19:56:00,2025-01-21 20:18:00,2025-01-21 19:46:00,2025-01-21 20:18:00
18209,72838,Deliveroo,Delivered,1.93,46,44,4.78,2025-01-21 14:23:00,2025-01-21 14:57:00,2025-01-21 14:13:00,2025-01-21 14:57:00
18210,72839,Deliveroo,Delivered,2.89,60,64,4.79,2025-01-21 12:55:00,2025-01-21 13:49:00,2025-01-21 12:45:00,2025-01-21 13:49:00
18211,72847,Deliveroo,Delivered,1.6,52,48,2.87,2025-01-21 13:34:00,2025-01-21 14:12:00,2025-01-21 13:24:00,2025-01-21 14:12:00
18212,72848,Just Eat,Delivered,2.4,25,22,3.58,2025-01-21 10:20:00,2025-01-21 10:32:00,2025-01-21 10:10:00,2025-01-21 10:32:00
18213,72854,Swiggy,Delivered,11.67,51,66,26.75,2025-01-21 18:17:00,2025-01-21 19:13:00,2025-01-21 18:07:00,2025-01-21 19:13:00
18214,72862,Just Eat,Delivered,1.6,30,40,2.46,2025-01-21 21:41:00,2025-01-21 22:11:00,2025-01-21 21:31:00,2025-01-21 22:11:00
18215,72871,Zomato,Delivered,3.17,23,25,5.92,2025-01-21 19:22:00,2025-01-21 19:37:00,2025-01-21 19:12:00,2025-01-21 19:37:00
18216,72872,Zomato,Delivered,9.74,59,65,22.88,2025-01-21 19:49:00,2025-01-21 20:44:00,2025-01-21 19:39:00,2025-01-21 20:44:00
18217,72873,In House,Delivered,5.2,34,31,8.59,2025-01-21 20:08:00,2025-01-21 20:29:00,2025-01-21 19:58:00,2025-01-21 20:29:00
18218,72882,Deliveroo,Delivered,9.78,49,64,23.24,2025-01-21 12:44:00,2025-01-21 13:38:00,2025-01-21 12:34:00,2025-01-21 13:38:00
18219,72894,Swiggy,Delivered,11.43,34,46,24.33,2025-01-21 20:15:00,2025-01-21 20:51:00,2025-01-21 20:05:00,2025-01-21 20:51:00
18220,72908,Uber Eats,Delivered,5.96,28,43,14.69,2025-01-21 14:12:00,2025-01-21 14:45:00,2025-01-21 14:02:00,2025-01-21 14:45:00
18221,72909,Uber Eats,Delivered,9.46,33,34,21.36,2025-01-21 13:32:00,2025-01-21 13:56:00,2025-01-21 13:22:00,2025-01-21 13:56:00
18222,72910,Just Eat,Delivered,5.65,42,55,10.93,2025-01-21 13:29:00,2025-01-21 14:14:00,2025-01-21 13:19:00,2025-01-21 14:14:00
18223,72912,Uber Eats,Delivered,7.66,44,53,15.56,2025-01-21 14:50:00,2025-01-21 15:33:00,2025-01-21 14:40:00,2025-01-21 15:33:00
18224,72917,Uber Eats,Delivered,2.5,26,35,5.5,2025-01-21 09:28:00,2025-01-21 09:53:00,2025-01-21 09:18:00,2025-01-21 09:53:00
18225,72920,Swiggy,Delivered,10.67,26,21,17.25,2025-01-21 18:52:00,2025-01-21 19:03:00,2025-01-21 18:42:00,2025-01-21 19:03:00
18226,72923,Zomato,Delivered,2.49,26,34,6.2,2025-01-21 14:14:00,2025-01-21 14:38:00,2025-01-21 14:04:00,2025-01-21 14:38:00
18227,72926,Zomato,Delivered,2.41,56,64,4.01,2025-01-21 18:27:00,2025-01-21 19:21:00,2025-01-21 18:17:00,2025-01-21 19:21:00
18228,72930,Deliveroo,Delivered,2.14,27,40,4.04,2025-01-21 19:43:00,2025-01-21 20:13:00,2025-01-21 19:33:00,2025-01-21 20:13:00
18229,72936,Zomato,Delivered,4.44,37,47,5.81,2025-01-21 12:50:00,2025-01-21 13:27:00,2025-01-21 12:40:00,2025-01-21 13:27:00
18230,72947,Uber Eats,Delivered,4.05,53,51,5.7,2025-01-21 20:45:00,2025-01-21 21:26:00,2025-01-21 20:35:00,2025-01-21 21:26:00
18231,72954,Uber Eats,Delivered,8.71,44,56,21.32,2025-01-21 13:27:00,2025-01-21 14:13:00,2025-01-21 13:17:00,2025-01-21 14:13:00
18232,72956,Deliveroo,Delivered,11.96,31,36,27.53,2025-01-21 19:56:00,2025-01-21 20:22:00,2025-01-21 19:46:00,2025-01-21 20:22:00
18233,72958,Uber Eats,Delivered,9.76,24,25,20.13,2025-01-21 22:05:00,2025-01-21 22:20:00,2025-01-21 21:55:00,2025-01-21 22:20:00
18234,72959,Just Eat,Delivered,11.29,53,56,21.09,2025-01-21 18:29:00,2025-01-21 19:15:00,2025-01-21 18:19:00,2025-01-21 19:15:00
18235,72974,Deliveroo,Delivered,9.79,44,54,22.42,2025-01-21 19:21:00,2025-01-21 20:05:00,2025-01-21 19:11:00,2025-01-21 20:05:00
18236,72979,In House,Delivered,1.81,21,34,4.2,2025-01-21 13:03:00,2025-01-21 13:27:00,2025-01-21 12:53:00,2025-01-21 13:27:00
18237,72986,Zomato,Delivered,7.44,32,47,16.16,2025-01-21 18:46:00,2025-01-21 19:23:00,2025-01-21 18:36:00,2025-01-21 19:23:00
18238,72996,Zomato,Delivered,1.12,48,63,1.92,2025-01-21 21:47:00,2025-01-21 22:40:00,2025-01-21 21:37:00,2025-01-21 22:40:00
18239,73000,Just Eat,Delivered,5.01,50,51,6.57,2025-01-21 11:51:00,2025-01-21 12:32:00,2025-01-21 11:41:00,2025-01-21 12:32:00
18240,73001,In House,Delivered,5.08,29,41,8.22,2025-01-21 13:35:00,2025-01-21 14:06:00,2025-01-21 13:25:00,2025-01-21 14:06:00
18241,73008,Just Eat,Delivered,8.65,45,59,11.16,2025-01-21 20:11:00,2025-01-21 21:00:00,2025-01-21 20:01:00,2025-01-21 21:00:00
18242,73012,Uber Eats,Delivered,8.2,21,35,10.82,2025-01-21 21:48:00,2025-01-21 22:13:00,2025-01-21 21:38:00,2025-01-21 22:13:00
18243,73013,Swiggy,Delivered,3.59,47,55,6.49,2025-01-21 21:03:00,2025-01-21 21:48:00,2025-01-21 20:53:00,2025-01-21 21:48:00
18244,73014,Deliveroo,Delivered,11.44,22,37,21.79,2025-01-21 18:26:00,2025-01-21 18:53:00,2025-01-21 18:16:00,2025-01-21 18:53:00
18245,73021,Deliveroo,Delivered,3.53,51,60,6.97,2025-01-21 20:35:00,2025-01-21 21:25:00,2025-01-21 20:25:00,2025-01-21 21:25:00
18246,73024,Zomato,Delivered,9.56,60,74,21.06,2025-01-21 20:05:00,2025-01-21 21:09:00,2025-01-21 19:55:00,2025-01-21 21:09:00
18247,73026,In House,Delivered,1.77,42,53,4.13,2025-01-21 20:02:00,2025-01-21 20:45:00,2025-01-21 19:52:00,2025-01-21 20:45:00
18248,73030,Just Eat,Delivered,3.09,40,50,4.85,2025-01-21 21:50:00,2025-01-21 22:30:00,2025-01-21 21:40:00,2025-01-21 22:30:00
18249,73034,Deliveroo,Delivered,4.7,45,56,7.72,2025-01-21 13:43:00,2025-01-21 14:29:00,2025-01-21 13:33:00,2025-01-21 14:29:00
18250,73037,Swiggy,Delivered,8.7,31,37,15.82,2025-01-21 21:36:00,2025-01-21 22:03:00,2025-01-21 21:26:00,2025-01-21 22:03:00
18251,73039,Zomato,Delivered,3.53,54,63,7.44,2025-01-21 21:06:00,2025-01-21 21:59:00,2025-01-21 20:56:00,2025-01-21 21:59:00
18252,73041,Swiggy,Delivered,11.56,32,35,25.21,2025-01-21 20:16:00,2025-01-21 20:41:00,2025-01-21 20:06:00,2025-01-21 20:41:00
